user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
Tainted Buddah Recs,Catalonia,"ALWAYS TAINTED BUDDHA IT'S ON YOUR BODY (dancing), MIND(feeling) AND SOUL(relax)-
 if you followme and later removeme, i remove&block you.",2011-01-19 21:27:59,2742,2751,16,False,2020-08-29,"😻😘😜😍🔊🔉🔊🔉👍🚨🐛🐲🐸
on Air NOW!!! 
The Tainted Guide 99,2 FM Barcelona
https://t.co/AcsTzB8re3
With Tainted Jaycee!!… https://t.co/gqQzrmayud",,Postcron App,False,unverified claim,air tainted guide 99 2 fm barcelona jaycee
Food Microbiology Conference,,,2019-12-08 17:19:07,81,511,3,False,2020-08-08,"Registrations started for #FoodMicrobiology2020 #Conference #Webinar on #August 24-25, #2020 at #Vancouver, #Canada… https://t.co/kZ6vf2xvJo","['FoodMicrobiology2020', 'Conference', 'Webinar', 'August', 'Vancouver', 'Canada']",Twitter Web App,False,true information,registrations started 24 25
Jhabth ✨,house with 5 dogs; 🇵🇭,caffeinated everyday ☕️👌,2009-12-22 14:54:29,74,83,237,False,2020-08-04,We’re #SteppingUp with @LISC_HQ to support #womenowned businesses impacted by the #COVID19 pandemic. #PGemployee https://t.co/TQ1x2xFws8,"['SteppingUp', 'womenowned', 'COVID19', 'PGemployee']",Dynamic Signal,False,true information,support businesses impacted pandemic
New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,717845,411,881,True,2020-08-14,"#NSTnation The main rules that must be adhered to are the wearing of face masks, practising physical distancing, us… https://t.co/sJ9KoPGrmI",['NSTnation'],Twitter Web App,False,true information,main rules must adhered wearing face masks practising physical distancing us
Humans of Kianh (🤫),"Hoi An, Central Vietnam","A merry band of kids with disability, finally getting the education and therapies they deserve. 👊🏻 to our oddball team of staff for the magic ✨",2011-11-30 12:16:45,507,680,6129,False,2020-08-16,"🇬🇧 Sadly, we - like the rest of Central Viet Nam - won't be reopening school tomorrow. But we will still have to pa… https://t.co/mJY25S5OcP",,Twitter for Android,False,unverified claim,sadly like rest central viet nam reopening school tomorrow still pa
Nailed It,Inside a Haboob,"Adult Human Female
Noun:
#Woman
#DontTalktoMe We told you!
The best is yet to come. 💋
All will be well. 😊",2009-03-10 23:52:20,7410,8150,64653,False,2020-08-01,"The numbers are a lie.

#COVID19",['COVID19'],Twitter for Android,False,misinformation,numbers lie
Geraldine Lynagh,"Dublin, Ireland",News Reporter | Anchor for Virgin Media News in Ireland. All views are my own. Email geraldine.lynagh@virginmedia.ie,2010-12-14 08:10:53,5238,473,1108,False,2020-07-28,The Spanish Prime Minister has said the UK's new quarantine rules are 'unjust'. Pedro Sánchez said tourists in most… https://t.co/lA35VZbIwp,,TweetDeck,False,unverified claim,spanish prime minister said uk new quarantine rules unjust pedro nchez tourists
afghan peace,Afghanistan,#AfghanPeaceProcess 🇦🇫,2013-09-22 12:51:57,568,585,16126,False,2020-08-06,"Strengthening #Afghanistan's Fight Against #COVID19
https://t.co/9I7sQ7RfWl","['Afghanistan', 'COVID19']",Twitter Web App,False,true information,strengthening fight
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17174,3,2,True,2020-07-31,🖋 Sign “Natural born American Citizens left out of Stimulus Packages” and I’ll deliver a copy to your officials:… https://t.co/jsWBfUdgIy,,Resistbot Open Letters,False,true information,sign natural born american citizens left stimulus packages deliver copy officials
Rebaz,Kurdistan,Biomed! Intuitive Heart!,2010-03-06 20:38:45,76,363,3088,False,2020-08-11,#Russia 'creates first #coronavirus vaccine' and Vladimir Putin's given it to daughter! #RussianVaccine… https://t.co/gWDC3IoW68,"['Russia', 'coronavirus', 'RussianVaccine']",Twitter for iPhone,False,true information,creates first vaccine vladimir putin given daughter
Sabah Kashmiri,,"Interested in the well being of Kashmir. Food, politics & art",2014-12-29 04:55:15,10945,291,739,False,2020-08-22,The Union health ministry on Saturday said #India has crossed the milestone of conducting 1 million tests to detect… https://t.co/FIAap2l1PF,['India'],Twitter Web App,False,true information,union health ministry saturday said crossed milestone conducting 1 million tests detect
Covid India Seva,India,Official @MoHFW_INDIA Handle for COVID-19 Response,2020-03-26 17:27:34,40112,20,386,True,2020-08-16,Those coming to #Punjab for &lt;72hrs have been exempted from mandatory #homequarantine with certain conditions.  Rest… https://t.co/m21HwMEOuJ,"['Punjab', 'homequarantine']",Twitter Web App,False,true information,coming lt 72hrs exempted mandatory certain conditions rest
Kufre-Udeme Thompson,"Uyo, Nigeria",Writer and President at Awhile Christian Forum,2018-08-21 13:42:42,164,245,58,False,2020-07-25,"Father, in the Name of Jesus, we decree seasons of unstoppable advancement and enlargement of Your Church as an aft… https://t.co/OmgnKILq4l",,Twitter for Android,False,true information,father name jesus decree seasons unstoppable advancement enlargement church aft
Lukas Schmelzeisen,"Koblenz, Germany","PhD student at @WeST_Ko. #MachineLearning, #NaturalLanguageProcessing, and #SemanticWeb. Open to internships in research and industry internationally.",2009-12-23 14:08:31,92,157,161,False,2020-08-01,"Happy, to finally be able to share my collection of Tweets relevant to the #COVID19 : https://t.co/mpnuJ8pMEc

Crea… https://t.co/SrkQGjJHRo",['COVID19'],Twitter Web App,False,true information,happy finally able share collection tweets relevant crea
MoDash,Manas Made,"Mo-Charisma ft Nic Jay - Wam Lo (Prod. By Nic Jay)
Link: https://t.co/7KhZ6fdoFi",2011-12-14 08:10:28,492,466,5239,False,2020-08-13,I'm excited to announce the Official Music Video 🎥 drop of Mo-Charisma's most loved song from Passion Is Priceless… https://t.co/WeLUFvUnnJ,,Twitter for Android,False,true information,excited announce official music video drop mo charisma loved song passion priceless
Shane Woodford,"Faaborg, Denmark","Freelance journalist in the EU. Formerly News Director and Talk Show host @RadioNLNews, former journo @CKNW, and @CBCVancouver. Email: shanewoodford@hotmail.com",2010-08-03 05:31:34,13005,2682,1753,False,2020-08-12,Yesterday #NewZealand ended a 102 day streak with its first community #COVID19 transmission as #Aukland was put bac… https://t.co/32MxNrGPrc,"['NewZealand', 'COVID19', 'Aukland']",Twitter for iPad,False,true information,yesterday ended 102 day streak first community transmission put bac
EMME,,She/Her/Hers. Big Brother Fanatic. Southside Serpents. Proud Ravenclaw. ACNH.,2017-08-31 10:42:05,52,325,5373,False,2020-08-08,If I see you posting pictures in groups without facemasks and social distancing...your mom's a ho #covid19,['covid19'],Twitter for Android,False,unverified claim,see posting pictures groups without facemasks social distancing mom ho
Lil’Shell,The bowels of hell,Proud Owner/Operator of this shit show. #blm #whiteshield #ladodgers #raiders #peloton #tonal #mimi,2011-11-16 04:19:14,1648,1441,25501,False,2020-08-17,All these women out here complaining about a long ass swab being put up your nose to get tested for #COVID19 . Have… https://t.co/xF7P3VXQXx,['COVID19'],Twitter for iPhone,False,unverified claim,women complaining long ass swab put nose get tested
City of Malibu,"Malibu, California","Official Twitter account of the City of Malibu. Follow us for the latest information on City news, events, projects and issues.",2011-10-11 19:48:28,13226,479,2871,True,2020-07-31,"#Malibu, the heat is on, so get ready for LAP SWIM 💧! The City continues to serve you during the pandemic. The Mali… https://t.co/hszWBVzkMl",['Malibu'],Hootsuite Inc.,False,unverified claim,heat get ready lap swim city continues serve pandemic mali
RevertingToChildhood,My happy place,"I'm just here to let off some steam.
Your opinion of me is irrelevant.
Yes, I'm a smartass. Any problem you have with my views, only encourages me. #Resist",2016-02-04 14:53:15,367,576,15079,False,2020-08-18,"@realDonaldTrump You have let 171,000 Americans die from #COVID19, in 6 months, because your inability to lead. #GFY","['COVID19', 'GFY']",Twitter Web App,False,unverified claim,let 171 000 americans die 6 months inability lead
V,"California, USA",Mother. 🌍🌱🏵,2019-06-18 03:24:49,826,1011,18521,False,2020-07-28,"Twitter keeps taking this video down.  Facebook took it down it.  

Trump Jr tweeted the video and they took it dow… https://t.co/axuMJrx4A3",,Twitter for Android,False,unverified claim,twitter keeps taking video facebook took trump jr tweeted dow
All India Radio News,"New Delhi, India","Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu",2013-01-03 04:15:45,2494438,17,633,True,2020-08-11,"PM Modi reviews Corona situation with CMs of 10 states; Says working together, India can win the fight against… https://t.co/BDS7B9Hr46",,Twitter Web App,False,true information,pm modi reviews corona situation cms 10 states says working together india win fight
Struggle2win,"ANDHERI EAST, MUMBAI",,2019-05-14 12:29:42,19,479,2009,False,2020-08-11,@BeholdIsrael No doubt about it. We congratulate to Honorable H. E. President of Russian Federation Mr @VladPutin1… https://t.co/LR75uhW3fX,,Twitter Web App,False,unverified claim,doubt congratulate honorable h e president russian federation mr
QuyetPawz,"Ottawa, ON","Disabled polyam queer femme, fursuiter living in Ottawa. Twitch Streamer for @PurpleBoxFort (She/They) AD @duneafterdark #SocialistTeeth Icon by @Lynxurious",2009-05-04 17:09:17,3901,2561,33041,False,2020-07-31,@OttawaPolice Why would you post this picture? This is triggering as someone with mental health issues &amp; who's been… https://t.co/q4hB3h9unr,,Twitter for Android,False,unverified claim,would post picture triggering someone mental health issues amp
"Dr Eeyore, PhD","California, USA","Trust me, I'm a (100% real) doctor (of philosophy in molecular biology from the Medical Faculty of Uppsala University). Sarcastic AF.",2009-04-07 07:33:24,1915,4995,63355,False,2020-07-25,"Stop testing for #salmonella. You only have salmonella if you test positive for it, right @realDonaldTrump? #COVID19 https://t.co/jLzxn8iAUj","['salmonella', 'COVID19']",SmartNews | スマートニュース,False,true information,stop testing salmonella test positive right
∆¥@m0πd 🦋💎,"New York, NY",🗽🇬🇾♎️                                                    Ig : dy_jem,2011-09-26 21:38:47,255,253,23631,False,2020-08-16,Is it just me or people really be out here partying daily like #COVID19 is not real. I really don’t get it,['COVID19'],Twitter for iPhone,False,true information,people really partying daily like real get
Thinking Slow,London,"In March the IC's assumption of an IFR of 0.945% to get to 510,000 deaths was not supported by correct data. Our whitepaper - https://t.co/WiaXvQFjO7",2020-04-26 13:36:38,387,434,316,False,2020-08-13,Please see the link and our attempt at rationalising the weird place called called the #UK 2020.  #data won't expla… https://t.co/yIIzt0gNf8,"['UK', 'data']",Twitter Web App,False,unverified claim,please see link attempt rationalising weird place called 2020 expla
#Champions #Investment 🇹🇿,Tanzania,"Matters #Investment #Technology & #Finance

📧 Championsinvesttz@gmail.com",2020-07-04 13:53:40,40,47,14,False,2020-07-25,"True!
#Africa #COVID19 #coronavirus https://t.co/BohMO5QPMs","['Africa', 'COVID19', 'coronavirus']",Twitter Web App,False,true information,true
Parkdale Community Legal Services,"Toronto, Ontario","PCLS is a Toronto community legal clinic and Ontario's premier teaching clinic. Trendsetting community lawyers and organizers since 1971. 

Tweets≠legal advice.",2011-02-09 17:33:48,3198,1031,906,False,2020-07-31,"Getting the word out about how #Bill184 is dangerous for tenants!

If you missed rent payments during #covid19 and… https://t.co/8NPhZt4IVw","['Bill184', 'covid19']",TweetDeck,False,unverified claim,getting word dangerous tenants missed rent payments
Luke,,Liberator,2020-07-15 20:37:50,3,10,27,False,2020-07-28,"@drdavidsamadi Sweden great example. Keep living normally. There is no way to prevent a virus. Good for them, feel… https://t.co/1EmKTUL4m8",,Twitter for Android,False,true information,sweden great example keep living normally way prevent virus good feel
AcademyOfFabStuff,,"Sharing fabulous things about the NHS & Social care. A collaboration to ensure best practice examples, great ideas and service solutions are available to all.",2015-01-21 08:47:12,29628,853,35423,False,2020-07-26,"Have a look at this great resource &amp; report from @Liaison_Group...

https://t.co/ok17TaVkLT 

#COVID19 #CV19… https://t.co/UDWMCSBC49","['COVID19', 'CV19']",Hootsuite Inc.,False,true information,look great resource amp report
Lex,NY,,2012-02-10 19:49:11,18,21,912,False,2020-08-04,It's crucial to research all angles when trying to understand what is happening with the coronavirus.… https://t.co/hxpCNiHvQ6,,Twitter Web App,False,true information,crucial research angles trying understand happening coronavirus
Armstrong Williams,Washington D.C.,"Political Pundit, Entrepreneur, Columnist, TV host of the #ArmstrongWilliams Show on WJLA 24/7 News, 10:30 - 11:30 AM EST, on Saturday’s.",2009-07-23 14:44:08,16648,741,1911,True,2020-08-08,"What has the medical community learned as a result of #COVID19?

We’re addressing that and more today on The Armstr… https://t.co/n5pd9XjhDI",['COVID19'],Twitter for iPhone,False,true information,medical community learned result addressing today armstr
M. Rigney,LandofFreeandHomeofthebrave.,"Philosopher Sociologist Legal Professional Project Manager Entrepreneur and Statistician. Investor and Lover of Freedom, Truth, Honor, and Respect. American.",2018-06-23 01:17:44,155,950,4211,False,2020-07-25,Air Conditioning and stale air conditions widen spread radius indoors. Better ventilation and far UVC light should… https://t.co/oQGiqX8vBp,,Twitter for iPhone,False,true information,air conditioning stale conditions widen spread radius indoors better ventilation far uvc light
mothers2mothers,"Cape Town, South Africa","mothers2mothers’ health workers, #MentorMothers, are on the front lines delivering health education & services to marginalised and vulnerable families.",2010-12-06 07:50:25,8946,1609,7642,False,2020-08-06,Our new 'Virtual #MentorMother Platform' - a WhatsApp-based chat bot is being rolled out in 30+ languages in 9 Afri… https://t.co/wRA9vwZ3KA,['MentorMother'],Social Media Publisher App ,False,unverified claim,new virtual platform whatsapp based chat bot rolled 30 languages 9 afri
Alim Shevliakov,"Kyiv, Ukraine",,2014-01-08 07:39:38,9666,10180,1343,False,2020-08-02,"The Protective Power of PEA and the Immune System  
Use the AYI3120 Reward code and receive a discount.… https://t.co/uZ97nAomAm",,Twitter Web App,False,true information,protective power pea immune system use ayi3120 reward code receive discount
Hussain,my country kashmir,"5...4...3...2...
Typical Kashmiri ,some one told me that you will change kashmir as i was born ,
THE MUSLIM☪,, Waiting for 313 
Never follow to unfollow",2020-05-12 08:14:50,177,289,4760,False,2020-08-22,"On Aug 21,#India reported about 70,000 new cases of #Coronavirus &amp; nearly a 1k related deaths.India's total number… https://t.co/ros3VtTswZ","['India', 'Coronavirus']",Twitter Web App,False,true information,aug 21 reported 70 000 new cases amp nearly 1k related deaths india total number
David Birungi,Kampala,Energy | Member @CIPR_UK | Gag Reel | Rule of Law,2012-02-04 12:35:20,1250,757,7519,False,2020-08-02,"So some people flew #SpaceX out of this troubled world to space and have come back? 

#asknasa Did mission control… https://t.co/137ExD4Gnu","['SpaceX', 'asknasa']",Twitter for Android,False,true information,people flew troubled world space come back mission control
ANI RAJASTHAN,,New Twitter handle for Rajasthan,2020-07-11 17:46:17,34,0,5,False,2020-08-09,"Rajsthan detects 596 fresh #COVID19 positive cases and 6 deaths, taking the total positive cases and deaths to 51,9… https://t.co/hl4tPbayAj",['COVID19'],Twitter for Android,False,true information,rajsthan detects 596 fresh positive cases 6 deaths taking total 51 9
Dr Laytex,Mashigan,Middle aged slacker works at jobs beneath his station. Hilarity ensues.,2014-11-17 10:13:40,10,17,25,False,2020-08-06,"Anti-science is not new to American politics 
#NoComradesUnder1k 
#Trump 
#COVID19 https://t.co/1kLYCNlw30","['NoComradesUnder1k', 'Trump', 'COVID19']",Twitter for Android,False,misinformation,anti science new american politics
Dr. Thomas Wilckens,"München, Bayern","MD #PrecisionMedicine leader: Changing the way we diagnose, treat and eventually prevent disease #Innovation #Healthcare #Medicine #MachineLearning #AI #omics",2013-10-22 14:46:04,3562,3135,10611,False,2020-07-27,Missed it: Did #herdimmunity' change the course of the outbreak? #coronavirus #pandemic #covid19… https://t.co/bv6x155DiY,"['herdimmunity', 'coronavirus', 'pandemic', 'covid19']",Buffer,False,unverified claim,missed change course outbreak
Wall Street Read,,"For all the breaking news in Wall Street. 

#wallstreet #stockmarket #Recession #StockMarketCrash",2020-03-09 21:05:52,2459,2351,174,False,2020-08-01,"Sanofi and GSK's vaccine candidate is selected by Operation Warp Speed. And here's what $MRK, $CL, $CVX, and $CAT s… https://t.co/6MbOZaSai6",,Traject Social,False,true information,sanofi gsk vaccine candidate selected operation warp speed mrk cl cvx cat
Alden Olms,United States,"Actually pretty nice little Saturday, Home Depot, maybe Bed, Bath and Beyond. I don’t know- I don’t know if we’ll have enough time https://t.co/qCJAKJTmPY",2010-09-10 01:24:43,226,297,9029,False,2020-08-18,"SF has 69 deaths.  Sixty nine.  In five months from this ""pandemic.""  There aren't even words anymore #IDIOCRACY… https://t.co/FQu8Sc85Ba",['IDIOCRACY'],Twitter Web App,False,unverified claim,sf 69 deaths sixty nine five months pandemic even words anymore
Katie,"West Midlands, England",I live in Birmingham with my lovely husband David and amazing puppy  #Poppymann,2009-05-04 18:16:44,143,581,3576,False,2020-08-22,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/ugP6CFtiso",['COVID19'],Twitter for iPhone,False,true information,help slow spread identify risk cases sooner self reporting symptoms daily even
AFRICA in PHOTOS,Africa ,"Follow back for amazing updates on African economic, political and social news 🌍.
 Follow @JeffKimachu  for amazing photos.
DM for Promos.",2020-07-25 06:18:00,290,664,2183,False,2020-08-30,"The World's most densely populated island is MIGINGO ISLAND, in Lk Victoria bordering Kenya and Uganda countries. I… https://t.co/44uRUMPpyz",,Twitter for Android,False,true information,world densely populated island migingo lk victoria bordering kenya uganda countries
The Tribune,Chandigarh,"Official Twitter handle of The Tribune, North India’s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/QQ5bS8UQEL",2015-02-27 12:48:01,89530,266,110,True,2020-08-18,"DDMA meeting to discuss reopening of Delhi hotels, gymnasium and yoga centres in view of current #COVID19 situation… https://t.co/kETRF6kjYw",['COVID19'],Twitter Web App,False,true information,ddma meeting discuss reopening delhi hotels gymnasium yoga centres view current situation
Meridian International Center,Washington DC,We believe the U.S. is stronger at home when globally engaged. RT ≠ endorsement | Follow us on Instagram @meridianintl,2010-03-31 19:08:10,11120,4469,6899,True,2020-08-08,Wondering how the UN General Assembly will function in the #COVID19 era? @USAmbUN gives the inside scoop ⤵️… https://t.co/segcc7TTZD,['COVID19'],Hootsuite Inc.,False,unverified claim,wondering un general assembly function era gives inside scoop
Dileep V Kumar,"Trivandrum, India","Journalist with @NewIndianXpress. 
Past @mathrubhuminews & Indiavision News. Covers health, science & subjects not assigned to others. RTs are not endorsements!",2014-05-18 14:51:41,474,93,381,True,2020-08-14,"Is #COVID19 #infectioncontrol @ #Kerala's capital district #Thiruvananthapuram has gone awry? 
98 % of the cases re… https://t.co/uqHbpMEGOF","['COVID19', 'infectioncontrol', 'Kerala', 'Thiruvananthapuram']",Twitter Web App,False,misinformation,capital district gone awry 98 cases
Sunil Chourasia,Noida,"A Training & Placement professional, working with one of the premier institutions of North India.",2014-04-23 04:13:57,248,257,17567,False,2020-08-30,"India Covid 19- 30th Aug 2020 Update.

Recovery Improved to 76.63%
Death Declined to 1.79%

#COVID19… https://t.co/Tbe0txXozB",['COVID19'],Twitter for Android,False,true information,india covid 19 30th aug 2020 update recovery improved 76 63 death declined 1 79
Stephanie Robinson,"Bardstown, KY","Performing Arts Leader, Moore House Steward, Professional Learner with @wildcats_LEAD.
Your hype (wo)man. 2019 4th Dis. Mid School Music Director of the Year.",2015-10-07 20:28:24,119,266,2203,False,2020-08-08,We need @senatemajldr and the Senate to pass the #HEROESact and give Americans across the country a #COVID19 relief… https://t.co/MDBP2KVkqi,"['HEROESact', 'COVID19']",Twitter for iPhone,False,true information,need senate pass give americans across country relief
Masked Zuker Bug,,"Fun, Humor, Sarcasm, Apolitical!!!",2020-08-11 15:28:47,2,1,0,False,2020-08-12,"Covid vaccine second best achievement of Russia, Vodka is still the best!!! #covid19 #corona #vodka","['covid19', 'corona', 'vodka']",Twitter for Android,False,true information,covid vaccine second best achievement russia vodka still
BloodAid,India,"Initiative to bridge the gap between blood donors and patients in need. https://t.co/tvpoOi6UVr
Share a Bond of Care.
Donate Blood, Save Lives. #BloodAid",2010-11-13 06:44:53,31872,114,4347,False,2020-08-22,"#Faridabad Need AB+ #Blood #COVID19 recovered Plasma Donor @ Metro Hospital. 
Call 9619577532 #BloodAid via @PlasmaInKanpur
#BloodMatters","['Faridabad', 'Blood', 'COVID19', 'BloodAid', 'BloodMatters']",Hootsuite Inc.,False,true information,need ab recovered plasma donor metro hospital call 9619577532 via
Daphne,,"Tweeting for the greater good on Environment/Sustainability, Health/Nutrition, Science/Psychology, Animal/Human Rights, Government/Legislation, & Life",2009-03-15 01:02:47,256,591,3002,False,2020-08-16,I just signed a @commoncause petition: #SaveThePostalService! Sign here: https://t.co/HUDGDmHG2O @USPS #SaveUSPS… https://t.co/j1opDQyr6l,"['SaveThePostalService', 'SaveUSPS']",Twitter Web App,False,true information,signed petition sign
Sophia Solanki,,"Entrepreneur , Content Marketer, Ex-Business Consultant, @godotmedia @narratoio",2012-12-09 08:53:39,702,395,505,False,2020-08-10,"How to build a successful content marketing strategy for your restaurant business to thrive, even during a pandemic… https://t.co/eQinMQhy4N",,Buffer,False,true information,build successful content marketing strategy restaurant business thrive even pandemic
"VOTE.ORG - Register, Request Ballots",United States,"#JacobBlake #GeorgeFloyd #SWAT https://t.co/BUHfybyq5Y #BidenHarris2020
#FlipTheSenate 🌊
 https://t.co/PHCPTXlhIx",2012-06-13 02:36:58,13017,13784,216097,False,2020-08-30,"#KENOSHA?

@realDonaldTrump has *UCKED UP the #USPS so vets, elderly and minorities are not getting mail! 

WORK ON… https://t.co/I3Y7pvBDXF","['KENOSHA', 'USPS']",Twitter for Android,False,true information,ucked vets elderly minorities getting mail work
Engineering News,Johannesburg,"South Africa's premier source of real economy news on projects, products, personalities and technoeconomic progress. Subscribe: https://t.co/dbAHFOYWy0",2009-11-04 08:07:50,16358,1063,12,False,2020-08-13,"Opinion: My Covid-19 ordeal #covid19
https://t.co/Q8qmEShA01 https://t.co/79hf2Dr6b5",['covid19'],Hootsuite Inc.,False,unverified claim,opinion covid 19 ordeal
joe mack arthee,,Will Tweet fer food Wannabe cult leader,2016-07-29 11:00:51,5,27,2,False,2020-08-12,Russian strong man #Putin and his Chinese counterpart Ping Pong Xi have announced they got #COVID19 vaccines. In or… https://t.co/oVlpchVe0X,"['Putin', 'COVID19']",Twitter Web App,False,unverified claim,russian strong man chinese counterpart ping pong xi announced got vaccines
Covid India Seva,India,Official @MoHFW_INDIA Handle for COVID-19 Response,2020-03-26 17:27:34,39958,20,382,True,2020-08-09,"#COVID19 testing is done in India as per @ICMRDELHI strategy: https://t.co/apqxPnDtQ2
Kindly refer to the… https://t.co/oTc1A0TC1g",['COVID19'],Twitter Web App,False,true information,testing done india per strategy kindly refer
"Shreya, MS, GC",,My opinions are my own. i am a cancer genetic specialist / medical science liaison and a girl that loves change.,2013-07-13 02:01:22,333,1070,17032,False,2020-07-28,Such a hypocrisy! Pretty sure these loved ones are going to do everything to cross safely &amp; quarantine meanwhile th… https://t.co/XOSqwcv7fp,,Twitter for iPhone,False,misinformation,hypocrisy pretty sure loved ones going everything cross safely amp quarantine meanwhile th
COVID-19 Bot - Daily Coronavirus Reports,,Daily updates at 12:00 UTC (might be delayed due to website updates) on global stats of the COVID-19 Virus (coronavirus). Sources are provided in every report.,2020-02-29 14:09:37,90,0,0,False,2020-08-08,"Report for 8th of August 2020
Total Population Infected: 19,357,085 (19,076,745 yesterday)
Total Deaths: 721,174 (7… https://t.co/bpDDzUuagf",,COVID19 Update,False,true information,report 8th august 2020 total population infected 19 357 085 076 745 yesterday deaths 721 174 7
❤,In Your Dreams,Brave 🎀 Fearless 🎀 Strong,2013-06-04 12:19:52,2108,749,4324,False,2020-08-01,"Is it possible to go to the store without being hit on? Like, I'm just tryna buy stuff quickly so I can go to my ca… https://t.co/PiB3ByLF3D",,Twitter for Android,False,true information,possible go store without hit like tryna buy stuff quickly ca
The Insurer,"London, New York","Welcome to https://t.co/T5mRKx3MyX, where we bring you the market-leading specialty (re)insurance news, analysis and data service.",2013-06-11 15:15:17,2702,1527,421,False,2020-08-13,"COMMENT: UK industry must find a pandemic path to common ground on £6.6bn+ Pool Re future

https://t.co/MQNftjIvEw… https://t.co/b8Oj2DnobU",,Twitter Web App,False,unverified claim,comment uk industry must find pandemic path common ground 6 6bn pool future
Suz ivey,,,2016-10-08 15:32:33,76,325,29500,False,2020-08-30,"@ProjectLincoln @Facebook @FoxNews No, it's your hate and your friends, the democrats, that foment this behavior. Y… https://t.co/cFQHFDaJzb",,Twitter for Android,False,unverified claim,hate friends democrats foment behavior
Make #WetMarkets Great Again,,"I like #BananaRepublic, the store! not what Canada has become :-(",2016-10-04 23:13:34,397,134,8058,False,2020-08-29,"@Vansanity1 @ac_eco @MatteaMerta Viruses want to survive too, #covid19 is learning not to kill the host. People are… https://t.co/S1fXqZOLrJ",['covid19'],Twitter for iPhone,False,unverified claim,viruses want survive learning kill host people
Nicholas.Stirpe.Jr,New York 🗽 🇮🇹 ,Rest at the end not in the middle,2012-03-03 17:18:16,212,261,2,False,2020-07-27,Escape from New York City pushes Hamptons home prices to 13-year high. #nyc #coronavirus #Covid19,"['nyc', 'coronavirus', 'Covid19']",TweetCaster for Android,False,true information,escape new york city pushes hamptons home prices 13 year high
ApocalypseNowPodcast,"New York, NY ",A #podcast that explores the possibility that we may be living during the end times. Hosted by @JoPincushion,2019-11-21 22:11:47,344,322,965,False,2020-08-30,"Electricity is getting shut off during a pandemic. 
https://t.co/ZtRc4n5oBq
#coronavirus #covid19 https://t.co/6elY1HnS2m","['coronavirus', 'covid19']",Hootsuite Inc.,False,unverified claim,electricity getting shut pandemic
Lewis J. Kaplan,"Chicago, IL","2020 President of the Society of Critical Care Medicine; Surgeon at @PennMedicine; Tweets before Feb 16, 2020, are from past SCCM Presidents",2014-02-14 00:28:28,9459,3418,845,False,2020-08-13,This quick read details one of the few beneficial effects of #COVID19 - reduced particulate and NO2 air pollution.… https://t.co/UyLKVRPx06,['COVID19'],TweetDeck,False,true information,quick read details one beneficial effects reduced particulate no2 air pollution
SnowdogChampion,Gates of Hell,Last time I took a vaccine was anti tetanus shot after an adder bit me & anaphylactic shock nearly killed me. I intend it to be my very last vaccine. HCQ works!,2020-04-05 16:06:28,438,1292,10442,False,2020-08-06,"@kenedisco @zev_dr @drsimonegold @richardursomd ""President Trump tweeted it"" ∆ @elonmusk proposed it too. Thread.… https://t.co/lHu8ufr6cC",,Twitter Web App,False,unverified claim,president trump tweeted proposed thread
Scottos Maximos,London Cornish,Background of #Psychology & #HumanRights. #dclinpsy trainee. Research: ‘#Dementia’ & #PAR.,2011-08-10 20:29:08,1123,1147,1347,False,2020-07-25,"@drwrein If ethnic minorities are an at risk group of dying &amp; BMI forms part of the evaluation of why, their approa… https://t.co/C2i8u7zjXb",,Twitter for iPhone,False,true information,ethnic minorities risk group dying amp bmi forms part evaluation approa
James Miller,London interzone,"LOST BOYS, SUNSHINE STATE (Little Brown) UNAMERICAN ACTIVITIES (Dodo Ink) STRAYS (w/t Julia Lewis HVTN) Senior Lecturer Creative Writing Kingston Uni 
🇪🇺 VMO",2012-02-13 20:09:57,2525,1364,21366,False,2020-08-06,This is the best article I've read so far about #COVID19 the inept response of the US (&amp; much of what the article c… https://t.co/RMYky58C6J,['COVID19'],Twitter Web App,False,unverified claim,best article read far inept response us amp much c
ICI,"Washington, DC","ICI is the leading association representing regulated funds globally, including mutual funds, closed-end funds, exchange-traded funds & unit investment trusts.",2009-08-27 13:38:14,7453,1047,601,True,2020-07-31,Including a catch-up proposal in the next #COVID19 relief package would help Americans get their #retirement saving… https://t.co/w10k1ms1ep,"['COVID19', 'retirement']",Hootsuite Inc.,False,true information,including catch proposal next relief package would help americans get saving
